cod_ibge6,internacoes_total,internacoes_icsap,ano
412360,164.0,67.0,2015
412370,825.0,350.0,2015
412380,1118.0,339.0,2015
412382,252.0,61.0,2015
412385,821.0,337.0,2015
412390,1240.0,233.0,2015
412395,323.0,119.0,2015
412400,435.0,199.0,2015
412402,628.0,57.0,2015
412405,1015.0,141.0,2015
412410,3501.0,1290.0,2015
412420,259.0,76.0,2015
412430,88.0,17.0,2015
412440,1852.0,830.0,2015
412450,359.0,126.0,2015
412460,692.0,216.0,2015
412470,464.0,108.0,2015
412480,835.0,261.0,2015
412490,379.0,67.0,2015
412500,1048.0,413.0,2015
412510,1069.0,386.0,2015
412520,1028.0,383.0,2015
412530,442.0,190.0,2015
412535,598.0,137.0,2015
412540,392.0,96.0,2015
412545,450.0,234.0,2015
412550,20200.0,3159.0,2015
412555,180.0,39.0,2015
412560,3239.0,776.0,2015
412570,1360.0,261.0,2015
412575,250.0,38.0,2015
412580,742.0,411.0,2015
412590,281.0,98.0,2015
412600,616.0,235.0,2015
412610,358.0,82.0,2015
412620,329.0,124.0,2015
412625,6343.0,1180.0,2015
412627,580.0,246.0,2015
412630,937.0,331.0,2015
412635,528.0,138.0,2015
412640,362.0,129.0,2015
412650,1168.0,319.0,2015
412660,1640.0,836.0,2015
412665,224.0,83.0,2015
412667,877.0,194.0,2015
412670,398.0,87.0,2015
412680,783.0,128.0,2015
412690,374.0,74.0,2015
412700,735.0,318.0,2015
412710,5352.0,2027.0,2015
412720,1949.0,627.0,2015
412730,1171.0,359.0,2015
412740,1057.0,309.0,2015
412750,1340.0,478.0,2015
412760,1385.0,322.0,2015
412770,6563.0,1291.0,2015
412780,719.0,272.0,2015
412785,904.0,322.0,2015
412788,418.0,55.0,2015
412790,743.0,231.0,2015
412795,724.0,296.0,2015
412796,1332.0,572.0,2015
412800,2273.0,1109.0,2015
412810,7590.0,1529.0,2015
412820,4811.0,1421.0,2015
412830,175.0,34.0,2015
412840,412.0,102.0,2015
412850,1660.0,732.0,2015
412853,667.0,168.0,2015
412855,724.0,277.0,2015
412860,901.0,371.0,2015
412862,229.0,36.0,2015
412863,239.0,52.0,2015
412865,344.0,118.0,2015
412870,488.0,119.0,2015
412880,398.0,61.0,2015
420005,158.0,50.0,2015
420010,1667.0,670.0,2015
420020,883.0,232.0,2015
420030,292.0,56.0,2015
420040,1011.0,448.0,2015
420050,744.0,287.0,2015
420055,277.0,115.0,2015
420060,488.0,77.0,2015
420070,825.0,227.0,2015
420075,129.0,16.0,2015
420080,394.0,38.0,2015
420090,457.0,89.0,2015
420100,1047.0,481.0,2015
420110,721.0,333.0,2015
420120,590.0,108.0,2015
420125,835.0,138.0,2015
420127,391.0,98.0,2015
420130,1447.0,239.0,2015
420140,4508.0,1124.0,2015
420150,716.0,292.0,2015
420160,636.0,190.0,2015
420165,161.0,20.0,2015
420170,514.0,92.0,2015
420180,264.0,49.0,2015
420190,325.0,44.0,2015
420195,977.0,284.0,2015
420200,5046.0,665.0,2015
420205,645.0,134.0,2015
420207,674.0,150.0,2015
420208,239.0,35.0,2015
420209,182.0,50.0,2015
420210,1548.0,229.0,2015
420213,329.0,65.0,2015
420215,235.0,47.0,2015
420220,656.0,132.0,2015
420230,4588.0,678.0,2015
420240,19853.0,3468.0,2015
420243,230.0,47.0,2015
420245,899.0,105.0,2015
420250,260.0,86.0,2015
420253,233.0,36.0,2015
420257,242.0,72.0,2015
420260,1000.0,425.0,2015
420270,269.0,48.0,2015
420280,2488.0,712.0,2015
420285,233.0,49.0,2015
420287,234.0,65.0,2015
420290,7474.0,1543.0,2015
420300,4975.0,1104.0,2015
420310,635.0,167.0,2015
420315,259.0,75.0,2015
420320,3312.0,416.0,2015
420325,181.0,36.0,2015
420330,975.0,237.0,2015
420340,866.0,440.0,2015
420350,968.0,381.0,2015
420360,2864.0,959.0,2015
420370,822.0,138.0,2015
420380,3775.0,696.0,2015
420390,1476.0,444.0,2015
420395,1709.0,310.0,2015
420400,1034.0,416.0,2015
420410,773.0,335.0,2015
420415,223.0,69.0,2015
420417,307.0,132.0,2015
420419,283.0,35.0,2015
420420,12802.0,1786.0,2015
420425,1073.0,205.0,2015
420430,5229.0,1006.0,2015
420435,295.0,28.0,2015
420440,807.0,248.0,2015
420445,163.0,32.0,2015
420450,985.0,127.0,2015
420455,1261.0,393.0,2015
420460,12722.0,2997.0,2015
420470,1253.0,498.0,2015
420475,230.0,66.0,2015
420480,3626.0,905.0,2015
420490,677.0,155.0,2015
420500,1297.0,390.0,2015
420510,287.0,54.0,2015
420515,239.0,67.0,2015
420517,269.0,41.0,2015
420519,192.0,56.0,2015
420520,493.0,118.0,2015
420530,1230.0,402.0,2015
420535,157.0,23.0,2015
420540,22795.0,3416.0,2015
420543,242.0,64.0,2015
420545,1623.0,345.0,2015
420550,2513.0,578.0,2015
420555,217.0,45.0,2015
420560,291.0,87.0,2015
420570,1239.0,165.0,2015
420580,778.0,105.0,2015
420590,3961.0,816.0,2015
420600,1015.0,154.0,2015
420610,500.0,120.0,2015
420620,933.0,256.0,2015
420630,1061.0,183.0,2015
420640,1229.0,307.0,2015
420650,2536.0,552.0,2015
420660,660.0,313.0,2015
420665,552.0,165.0,2015
420670,1647.0,351.0,2015
420675,131.0,53.0,2015
420680,305.0,74.0,2015
420690,1663.0,319.0,2015
420700,3497.0,827.0,2015
420710,744.0,137.0,2015
420720,890.0,327.0,2015
420730,3305.0,690.0,2015
420740,405.0,81.0,2015
420750,3373.0,642.0,2015
420757,202.0,39.0,2015
420760,346.0,100.0,2015
420765,1003.0,355.0,2015
420768,704.0,84.0,2015
420770,608.0,195.0,2015
420775,358.0,66.0,2015
420780,882.0,152.0,2015
420785,225.0,78.0,2015
420790,1112.0,446.0,2015
420800,771.0,377.0,2015
420810,1376.0,348.0,2015
420820,11013.0,1926.0,2015
420830,2790.0,462.0,2015
420840,1479.0,496.0,2015
420845,1013.0,159.0,2015
420850,1619.0,265.0,2015
420860,306.0,46.0,2015
420870,849.0,349.0,2015
420880,1651.0,713.0,2015
420890,8874.0,1280.0,2015
420895,179.0,40.0,2015
420900,1742.0,369.0,2015
420910,29557.0,5260.0,2015
420915,460.0,66.0,2015
420917,223.0,86.0,2015
420920,186.0,41.0,2015
420930,12205.0,2491.0,2015
420940,4198.0,1128.0,2015
420945,126.0,26.0,2015
420950,405.0,50.0,2015
420960,989.0,215.0,2015
420970,1174.0,557.0,2015
420980,198.0,27.0,2015
420985,459.0,124.0,2015
420990,819.0,159.0,2015
421000,1001.0,356.0,2015
421003,593.0,203.0,2015
421005,140.0,30.0,2015
421010,3695.0,687.0,2015
421020,256.0,63.0,2015
421030,971.0,351.0,2015
421040,599.0,147.0,2015
421050,1948.0,458.0,2015
421055,160.0,34.0,2015
421060,811.0,137.0,2015
421070,116.0,34.0,2015
421080,457.0,149.0,2015
421085,236.0,36.0,2015
421090,412.0,152.0,2015
421100,1109.0,298.0,2015
421105,517.0,86.0,2015
421110,986.0,409.0,2015
421120,2059.0,1137.0,2015
421125,215.0,45.0,2015
421130,3933.0,854.0,2015
421140,436.0,181.0,2015
421145,348.0,82.0,2015
421150,1549.0,349.0,2015
421160,1283.0,332.0,2015
421165,335.0,141.0,2015
421170,1601.0,387.0,2015
421175,1579.0,758.0,2015
421180,498.0,130.0,2015
421185,183.0,60.0,2015
421187,128.0,29.0,2015
421189,170.0,27.0,2015
421190,10757.0,1689.0,2015
421200,1434.0,587.0,2015
421205,195.0,54.0,2015
421210,1797.0,728.0,2015
421220,1506.0,371.0,2015
421223,268.0,51.0,2015
421225,367.0,63.0,2015
421227,516.0,214.0,2015
421230,582.0,93.0,2015
421240,307.0,92.0,2015
421250,1347.0,221.0,2015
421260,257.0,57.0,2015
421265,531.0,138.0,2015
421270,532.0,192.0,2015
421280,1169.0,202.0,2015
421290,1077.0,227.0,2015
421300,231.0,47.0,2015
421310,348.0,68.0,2015
421315,306.0,95.0,2015
421320,2199.0,615.0,2015
421330,600.0,294.0,2015
421335,260.0,61.0,2015
421340,1802.0,911.0,2015
421350,864.0,132.0,2015
421360,2616.0,682.0,2015
421370,1169.0,324.0,2015
421380,869.0,322.0,2015
421390,130.0,33.0,2015
421400,1404.0,311.0,2015
421410,185.0,37.0,2015
421415,228.0,38.0,2015
421420,1230.0,365.0,2015
421430,221.0,43.0,2015
421440,445.0,63.0,2015
421450,481.0,113.0,2015
421460,432.0,56.0,2015
421470,661.0,179.0,2015
421480,3849.0,654.0,2015
421490,500.0,183.0,2015
421500,2820.0,653.0,2015
421505,162.0,26.0,2015
421507,494.0,185.0,2015
421510,701.0,150.0,2015
421520,350.0,45.0,2015
421530,667.0,196.0,2015
421535,467.0,164.0,2015
421540,562.0,197.0,2015
421545,1029.0,399.0,2015
421550,1337.0,350.0,2015
421555,242.0,80.0,2015
421560,247.0,94.0,2015
421565,618.0,156.0,2015
421567,429.0,93.0,2015
421568,204.0,78.0,2015
421569,162.0,58.0,2015
421570,1544.0,282.0,2015
421575,273.0,106.0,2015
421580,5222.0,915.0,2015
421590,558.0,381.0,2015
421600,1219.0,454.0,2015
421605,377.0,62.0,2015
421610,605.0,107.0,2015
421620,2613.0,506.0,2015
421625,692.0,220.0,2015
421630,2052.0,435.0,2015
421635,211.0,18.0,2015
421640,707.0,230.0,2015
421650,2614.0,1289.0,2015
421660,14064.0,2372.0,2015
421670,1175.0,327.0,2015
421680,488.0,91.0,2015
421690,1897.0,690.0,2015
421700,878.0,189.0,2015
421710,435.0,178.0,2015
421715,149.0,32.0,2015
421720,2499.0,373.0,2015
421725,453.0,47.0,2015
421730,957.0,318.0,2015
421740,905.0,148.0,2015
421750,1086.0,286.0,2015
421755,310.0,57.0,2015
421760,804.0,135.0,2015
421770,1759.0,378.0,2015
421775,367.0,123.0,2015
421780,1276.0,250.0,2015
421790,776.0,282.0,2015
421795,238.0,47.0,2015
421800,2722.0,718.0,2015
421810,527.0,211.0,2015
421820,2269.0,429.0,2015
421825,349.0,63.0,2015
421830,1796.0,727.0,2015
421835,184.0,39.0,2015
421840,1136.0,659.0,2015
421850,418.0,77.0,2015
421860,482.0,140.0,2015
421870,7234.0,1569.0,2015
421875,500.0,193.0,2015
421880,759.0,243.0,2015
421885,211.0,50.0,2015
421890,727.0,259.0,2015
421895,169.0,37.0,2015
421900,1524.0,373.0,2015
421910,552.0,258.0,2015
421915,263.0,95.0,2015
421917,264.0,67.0,2015
421920,474.0,113.0,2015
421930,3500.0,584.0,2015
421935,463.0,204.0,2015
421940,262.0,33.0,2015
421950,3504.0,554.0,2015
421960,623.0,323.0,2015
421970,2895.0,999.0,2015
421985,168.0,55.0,2015
422000,945.0,301.0,2015
430003,506.0,286.0,2015
430005,325.0,84.0,2015
430010,1476.0,446.0,2015
430020,465.0,187.0,2015
430030,704.0,148.0,2015
430040,5270.0,1372.0,2015
430045,234.0,52.0,2015
430047,167.0,40.0,2015
430050,842.0,219.0,2015
430055,153.0,46.0,2015
430057,208.0,54.0,2015
430060,15943.0,4455.0,2015
430063,270.0,77.0,2015
430064,848.0,257.0,2015
430066,103.0,21.0,2015
430070,561.0,242.0,2015
430080,893.0,319.0,2015
430085,266.0,54.0,2015
430087,447.0,79.0,2015
430090,501.0,146.0,2015
430100,2281.0,930.0,2015
430105,510.0,85.0,2015
430107,145.0,29.0,2015
430110,1041.0,269.0,2015
430120,1124.0,650.0,2015
430130,1330.0,551.0,2015
430140,931.0,366.0,2015
430150,557.0,148.0,2015
430155,301.0,65.0,2015
430160,7981.0,2358.0,2015
430163,693.0,140.0,2015
430165,390.0,143.0,2015
430170,469.0,65.0,2015
430175,346.0,80.0,2015
430180,339.0,65.0,2015
430185,317.0,57.0,2015
430187,168.0,32.0,2015
430190,663.0,148.0,2015
430192,141.0,39.0,2015
430195,127.0,32.0,2015
430200,845.0,284.0,2015
430205,273.0,94.0,2015
430210,7315.0,1247.0,2015
430215,192.0,56.0,2015
430220,477.0,133.0,2015
430222,192.0,73.0,2015
430223,200.0,47.0,2015
430225,231.0,59.0,2015
430230,687.0,156.0,2015
430235,744.0,234.0,2015
430237,269.0,93.0,2015
430240,977.0,216.0,2015
430245,799.0,323.0,2015
430250,351.0,91.0,2015
430258,135.0,30.0,2015
430260,227.0,70.0,2015
430265,213.0,49.0,2015
430270,1510.0,445.0,2015
430280,2976.0,730.0,2015
430290,834.0,291.0,2015
430300,6532.0,1591.0,2015
430310,7516.0,1596.0,2015
430320,456.0,106.0,2015
430330,438.0,203.0,2015
430340,460.0,133.0,2015
430350,5192.0,1302.0,2015
430355,193.0,42.0,2015
430360,460.0,153.0,2015
430367,137.0,22.0,2015
430370,512.0,246.0,2015
430380,407.0,87.0,2015
430390,5066.0,993.0,2015
430400,473.0,194.0,2015
430410,195.0,37.0,2015
430420,2327.0,577.0,2015
430430,784.0,415.0,2015
430435,410.0,110.0,2015
430440,3122.0,781.0,2015
430450,4031.0,1485.0,2015
430460,31993.0,6589.0,2015
430461,211.0,67.0,2015
430462,125.0,47.0,2015
430463,3416.0,577.0,2015
430465,182.0,52.0,2015
430466,1224.0,248.0,2015
430467,240.0,44.0,2015
430468,578.0,156.0,2015
430469,368.0,160.0,2015
430470,5561.0,1349.0,2015
430471,322.0,76.0,2015
430480,1847.0,497.0,2015
430485,82.0,11.0,2015
430490,602.0,104.0,2015
430495,269.0,82.0,2015
430500,493.0,64.0,2015
430510,20985.0,3444.0,2015
430511,285.0,43.0,2015
430512,449.0,140.0,2015
430513,340.0,93.0,2015
430515,288.0,62.0,2015
430517,585.0,122.0,2015
430520,926.0,436.0,2015
430530,653.0,276.0,2015
430535,2111.0,577.0,2015
430537,268.0,81.0,2015
430540,307.0,146.0,2015
430543,176.0,33.0,2015
430544,305.0,70.0,2015
430545,912.0,203.0,2015
430550,338.0,71.0,2015
430558,272.0,42.0,2015
430560,238.0,76.0,2015
430570,517.0,153.0,2015
430580,789.0,204.0,2015
430583,198.0,86.0,2015
430585,229.0,69.0,2015
430587,158.0,31.0,2015
430590,623.0,224.0,2015
430593,138.0,27.0,2015
430595,266.0,54.0,2015
430597,290.0,54.0,2015
430600,1227.0,489.0,2015
430605,449.0,81.0,2015
430607,315.0,68.0,2015
430610,3701.0,1150.0,2015
430613,103.0,9.0,2015
430620,754.0,159.0,2015
430630,338.0,92.0,2015
430632,268.0,50.0,2015
430635,213.0,53.0,2015
430637,152.0,37.0,2015
430640,1835.0,426.0,2015
430642,148.0,19.0,2015
430645,342.0,167.0,2015
430650,1049.0,419.0,2015
430655,219.0,42.0,2015
430660,2847.0,1070.0,2015
430670,293.0,79.0,2015
430673,251.0,75.0,2015
430675,235.0,80.0,2015
430676,2042.0,387.0,2015
430680,1417.0,272.0,2015
430690,2499.0,897.0,2015
430692,155.0,58.0,2015
430693,595.0,179.0,2015
430695,309.0,84.0,2015
430697,306.0,99.0,2015
430700,7592.0,1495.0,2015
430705,323.0,62.0,2015
430710,219.0,44.0,2015
430720,446.0,85.0,2015
430730,600.0,124.0,2015
430740,227.0,56.0,2015
430745,382.0,84.0,2015
430750,1370.0,477.0,2015
430755,534.0,168.0,2015
430760,2825.0,618.0,2015
430770,7095.0,1980.0,2015
430780,2574.0,493.0,2015
430781,317.0,160.0,2015
430783,152.0,42.0,2015
430786,190.0,33.0,2015
430790,3590.0,766.0,2015
430800,580.0,182.0,2015
430805,307.0,98.0,2015
430807,382.0,89.0,2015
430810,737.0,227.0,2015
430820,1263.0,288.0,2015
430825,193.0,55.0,2015
430830,951.0,512.0,2015
430840,354.0,91.0,2015
430843,348.0,109.0,2015
430845,212.0,43.0,2015
430850,2605.0,671.0,2015
430860,1966.0,507.0,2015
430865,115.0,27.0,2015
430870,488.0,128.0,2015
430880,494.0,129.0,2015
430885,116.0,32.0,2015
430890,1360.0,465.0,2015
430900,1507.0,600.0,2015
430905,356.0,69.0,2015
430910,2489.0,598.0,2015
430912,242.0,95.0,2015
430915,503.0,187.0,2015
430920,13161.0,2671.0,2015
430925,147.0,38.0,2015
430930,5210.0,974.0,2015
430940,1588.0,465.0,2015
430950,640.0,305.0,2015
430955,187.0,47.0,2015
430957,183.0,46.0,2015
430960,1494.0,585.0,2015
430965,473.0,175.0,2015
430970,412.0,170.0,2015
430975,407.0,187.0,2015
430980,315.0,54.0,2015
430990,451.0,61.0,2015
430995,292.0,59.0,2015
431000,1484.0,496.0,2015
431010,3495.0,917.0,2015
431020,5060.0,694.0,2015
431030,466.0,186.0,2015
431033,1445.0,302.0,2015
431036,233.0,31.0,2015
431040,486.0,114.0,2015
431041,254.0,128.0,2015
431043,530.0,185.0,2015
431046,152.0,31.0,2015
431050,906.0,331.0,2015
431053,221.0,36.0,2015
431055,228.0,70.0,2015
431057,244.0,103.0,2015
431060,2819.0,1070.0,2015
431065,174.0,34.0,2015
431070,230.0,32.0,2015
431075,165.0,77.0,2015
431080,1346.0,294.0,2015
431085,374.0,120.0,2015
431087,114.0,31.0,2015
431090,270.0,65.0,2015
431100,1662.0,433.0,2015
431110,826.0,414.0,2015
431112,310.0,108.0,2015
431113,139.0,37.0,2015
431115,388.0,27.0,2015
431120,1195.0,368.0,2015
431123,277.0,110.0,2015
431125,470.0,205.0,2015
431127,150.0,29.0,2015
431130,2429.0,620.0,2015
431140,3961.0,615.0,2015
431142,174.0,44.0,2015
431150,515.0,235.0,2015
431160,351.0,73.0,2015
431162,388.0,74.0,2015
431164,107.0,26.0,2015
431170,411.0,82.0,2015
431171,295.0,85.0,2015
431173,336.0,135.0,2015
431175,413.0,104.0,2015
431177,432.0,67.0,2015
431179,176.0,32.0,2015
431180,2444.0,603.0,2015
431190,401.0,143.0,2015
431198,269.0,43.0,2015
431200,189.0,33.0,2015
431205,552.0,220.0,2015
431210,307.0,102.0,2015
431213,224.0,43.0,2015
431215,290.0,52.0,2015
431217,223.0,109.0,2015
431220,528.0,238.0,2015
431225,609.0,155.0,2015
431230,408.0,79.0,2015
431235,99.0,10.0,2015
431237,234.0,53.0,2015
431238,178.0,34.0,2015
431240,3703.0,876.0,2015
431242,170.0,43.0,2015
431244,272.0,80.0,2015
431245,407.0,129.0,2015
431247,295.0,60.0,2015
431250,712.0,253.0,2015
431260,374.0,76.0,2015
431261,211.0,46.0,2015
431262,152.0,53.0,2015
431265,1416.0,621.0,2015
431267,149.0,27.0,2015
431270,1387.0,554.0,2015
431275,179.0,16.0,2015
431280,273.0,36.0,2015
431290,645.0,216.0,2015
431295,157.0,31.0,2015
431300,326.0,127.0,2015
431301,219.0,78.0,2015
431303,361.0,89.0,2015
431306,1046.0,171.0,2015
431308,49.0,13.0,2015
431310,547.0,232.0,2015
431320,1015.0,231.0,2015
431330,1315.0,231.0,2015
431333,206.0,57.0,2015
431335,85.0,16.0,2015
431337,1431.0,228.0,2015
431339,266.0,50.0,2015
431340,15078.0,3180.0,2015
431342,270.0,109.0,2015
431344,256.0,67.0,2015
431346,132.0,14.0,2015
431349,251.0,69.0,2015
431350,3035.0,647.0,2015
431360,562.0,139.0,2015
431365,812.0,259.0,2015
431370,2239.0,562.0,2015
431380,870.0,303.0,2015
431390,2789.0,612.0,2015
431395,683.0,149.0,2015
431400,531.0,155.0,2015
431402,564.0,232.0,2015
431403,154.0,43.0,2015
431405,4178.0,1125.0,2015
431406,366.0,158.0,2015
431407,353.0,88.0,2015
431410,17558.0,3732.0,2015
431413,196.0,43.0,2015
431415,644.0,192.0,2015
431417,96.0,19.0,2015
431420,474.0,141.0,2015
431430,295.0,120.0,2015
431440,21608.0,4274.0,2015
431442,311.0,68.0,2015
431445,314.0,75.0,2015
431446,132.0,26.0,2015
431447,320.0,123.0,2015
431449,502.0,184.0,2015
431450,913.0,376.0,2015
431454,17.0,,2015
431455,150.0,38.0,2015
431460,1438.0,689.0,2015
431470,933.0,521.0,2015
431475,225.0,44.0,2015
431477,379.0,106.0,2015
431478,121.0,18.0,2015
431480,2354.0,503.0,2015
431490,105205.0,26519.0,2015
431500,587.0,298.0,2015
431505,177.0,55.0,2015
431507,184.0,72.0,2015
431510,788.0,388.0,2015
431513,300.0,117.0,2015
431514,189.0,35.0,2015
431515,1140.0,476.0,2015
431517,159.0,26.0,2015
431520,328.0,74.0,2015
431530,1889.0,623.0,2015
431531,177.0,30.0,2015
431532,116.0,22.0,2015
431535,284.0,92.0,2015
431540,842.0,161.0,2015
431545,175.0,64.0,2015
431550,1033.0,449.0,2015
431555,374.0,156.0,2015
431560,14440.0,3420.0,2015
431570,3030.0,801.0,2015
431575,335.0,95.0,2015
431580,753.0,251.0,2015
431590,591.0,137.0,2015
431595,210.0,64.0,2015
431600,2234.0,552.0,2015
431610,1182.0,548.0,2015
431620,509.0,219.0,2015
431630,553.0,284.0,2015
431640,2748.0,1057.0,2015
431642,142.0,19.0,2015
431643,152.0,40.0,2015
431645,758.0,243.0,2015
431647,257.0,102.0,2015
431650,448.0,165.0,2015
431660,1319.0,381.0,2015
431670,684.0,267.0,2015
431673,163.0,44.0,2015
431675,378.0,28.0,2015
431680,9162.0,2106.0,2015
431690,11532.0,1948.0,2015
431695,343.0,71.0,2015
431697,169.0,59.0,2015
431700,327.0,39.0,2015
431710,5484.0,1492.0,2015
431720,5490.0,1682.0,2015
431725,155.0,18.0,2015
431730,2408.0,540.0,2015
431740,3353.0,1011.0,2015
431750,4807.0,1422.0,2015
431755,166.0,36.0,2015
431760,2207.0,509.0,2015
431770,512.0,148.0,2015
431775,197.0,33.0,2015
431780,1240.0,434.0,2015
431790,1356.0,626.0,2015
431795,223.0,80.0,2015
431800,5424.0,1928.0,2015
431805,201.0,25.0,2015
431810,1416.0,322.0,2015
431820,1758.0,653.0,2015
431830,4613.0,1529.0,2015
431840,1647.0,498.0,2015
431842,455.0,108.0,2015
431843,240.0,78.0,2015
431844,180.0,38.0,2015
431845,148.0,38.0,2015
431846,173.0,96.0,2015
431848,297.0,57.0,2015
431849,162.0,42.0,2015
431850,1717.0,469.0,2015
431860,791.0,329.0,2015
431861,111.0,26.0,2015
431862,200.0,46.0,2015
431870,11917.0,2838.0,2015
431880,3506.0,1080.0,2015
431890,2600.0,834.0,2015
431900,1711.0,717.0,2015
431910,470.0,178.0,2015
431912,133.0,19.0,2015
431915,552.0,263.0,2015
431920,282.0,63.0,2015
431930,567.0,226.0,2015
431935,211.0,55.0,2015
431936,133.0,44.0,2015
431937,234.0,84.0,2015
431940,904.0,268.0,2015
431950,1531.0,326.0,2015
431960,1595.0,664.0,2015
431970,289.0,27.0,2015
431971,207.0,90.0,2015
431973,207.0,96.0,2015
431975,137.0,33.0,2015
431980,461.0,151.0,2015
431990,4952.0,962.0,2015
432000,10450.0,2180.0,2015
432010,1497.0,288.0,2015
432020,1137.0,273.0,2015
432023,227.0,63.0,2015
432026,682.0,240.0,2015
432030,355.0,142.0,2015
432032,245.0,85.0,2015
432035,333.0,83.0,2015
432040,1202.0,270.0,2015
432045,129.0,30.0,2015
432050,534.0,154.0,2015
432055,364.0,57.0,2015
432057,156.0,65.0,2015
432060,483.0,231.0,2015
432065,121.0,26.0,2015
432067,952.0,322.0,2015
432070,1446.0,693.0,2015
432080,2615.0,905.0,2015
432085,239.0,58.0,2015
432090,1744.0,441.0,2015
432100,792.0,261.0,2015
432110,1064.0,249.0,2015
432120,3709.0,891.0,2015
432130,1877.0,606.0,2015
432132,209.0,36.0,2015
432135,261.0,46.0,2015
432140,1597.0,255.0,2015
432143,537.0,85.0,2015
432145,2088.0,643.0,2015
432146,191.0,40.0,2015
432147,556.0,156.0,2015
432149,200.0,64.0,2015
432150,2785.0,519.0,2015
432160,3551.0,705.0,2015
432162,359.0,143.0,2015
432163,194.0,57.0,2015
432166,650.0,116.0,2015
432170,2438.0,794.0,2015
432180,1419.0,449.0,2015
432183,208.0,28.0,2015
432185,459.0,144.0,2015
432190,2347.0,596.0,2015
432195,548.0,239.0,2015
432200,1881.0,653.0,2015
432210,524.0,224.0,2015
432215,342.0,153.0,2015
432218,178.0,65.0,2015
432220,1882.0,653.0,2015
432225,271.0,60.0,2015
432230,645.0,337.0,2015
432232,245.0,53.0,2015
432234,173.0,71.0,2015
432235,100.0,45.0,2015
432237,173.0,50.0,2015
432240,6878.0,1540.0,2015
432250,4717.0,1243.0,2015
432252,257.0,69.0,2015
432253,888.0,286.0,2015
432254,293.0,82.0,2015
432255,134.0,49.0,2015
432260,5111.0,1373.0,2015
432270,2056.0,681.0,2015
432280,1381.0,302.0,2015
432285,201.0,74.0,2015
432290,496.0,177.0,2015
432300,16114.0,4090.0,2015
432310,384.0,116.0,2015
432320,210.0,45.0,2015
432330,210.0,38.0,2015
432335,219.0,55.0,2015
432340,252.0,43.0,2015
432345,168.0,53.0,2015
432350,237.0,61.0,2015
432360,100.0,21.0,2015
432370,177.0,31.0,2015
432375,276.0,113.0,2015
432377,294.0,75.0,2015
432380,924.0,126.0,2015
500020,562.0,95.0,2015
500025,118.0,11.0,2015
500060,2560.0,769.0,2015
500070,2151.0,684.0,2015
500080,561.0,190.0,2015
500085,688.0,251.0,2015
500090,433.0,185.0,2015
500100,956.0,341.0,2015
500110,4172.0,1319.0,2015
500124,776.0,327.0,2015
500150,274.0,48.0,2015
500190,1166.0,353.0,2015
500200,826.0,343.0,2015
500210,1548.0,442.0,2015
500215,568.0,165.0,2015
500220,1413.0,348.0,2015
500230,995.0,320.0,2015
500240,1815.0,602.0,2015
500260,874.0,280.0,2015
500270,52558.0,7205.0,2015
500280,392.0,156.0,2015
500290,1077.0,257.0,2015
500295,1985.0,503.0,2015
500310,116.0,9.0,2015
500315,573.0,153.0,2015
500320,7343.0,1893.0,2015
500325,2014.0,558.0,2015
500330,2734.0,711.0,2015
500345,397.0,124.0,2015
500348,732.0,248.0,2015
500350,200.0,36.0,2015
500370,11062.0,2219.0,2015
500375,743.0,321.0,2015
500380,1900.0,700.0,2015
500390,65.0,7.0,2015
500400,675.0,292.0,2015
500410,638.0,204.0,2015
500430,2151.0,1208.0,2015
500440,486.0,132.0,2015
500450,881.0,261.0,2015
500460,1134.0,399.0,2015
500470,1829.0,654.0,2015
500480,1015.0,417.0,2015
500490,171.0,17.0,2015
500500,1618.0,573.0,2015
500510,165.0,65.0,2015
500515,439.0,147.0,2015
500520,1213.0,286.0,2015
500525,365.0,118.0,2015
500540,3007.0,766.0,2015
500560,1418.0,408.0,2015
500568,1747.0,659.0,2015
500570,3714.0,792.0,2015
500580,551.0,150.0,2015
500600,861.0,224.0,2015
500620,3398.0,958.0,2015
500625,373.0,169.0,2015
500627,25.0,2.0,2015
500630,3401.0,1026.0,2015
500635,735.0,226.0,2015
500640,330.0,68.0,2015
500660,4892.0,1173.0,2015
500690,832.0,234.0,2015
500710,1077.0,274.0,2015
500720,2377.0,721.0,2015
500730,355.0,162.0,2015
500740,1039.0,203.0,2015
500750,163.0,15.0,2015
500755,326.0,108.0,2015
500769,2808.0,653.0,2015
500770,614.0,292.0,2015
500780,238.0,43.0,2015
500790,2314.0,618.0,2015
500793,583.0,198.0,2015
500795,844.0,351.0,2015
500797,340.0,168.0,2015
500800,622.0,67.0,2015
500830,7782.0,1735.0,2015
500840,492.0,155.0,2015
510010,239.0,31.0,2015
510020,1242.0,313.0,2015
510025,3244.0,684.0,2015
510030,868.0,242.0,2015
510035,149.0,56.0,2015
510040,333.0,28.0,2015
510050,425.0,64.0,2015
510060,336.0,70.0,2015
510080,674.0,248.0,2015
510100,74.0,7.0,2015
510120,38.0,8.0,2015
510125,702.0,74.0,2015
510130,391.0,105.0,2015
510140,1254.0,408.0,2015
510160,219.0,30.0,2015
510170,1962.0,639.0,2015
510180,3123.0,581.0,2015
510185,237.0,83.0,2015
510190,1288.0,462.0,2015
510250,8060.0,1021.0,2015
510260,795.0,362.0,2015
510263,1621.0,294.0,2015
510267,2927.0,721.0,2015
