cod_ibge6,ano,leitos_uti,leitos_complementares
140047,2016,0.0,1.0
140050,2016,0.0,1.0
140060,2016,0.0,1.0
150010,2016,0.0,16.0
150013,2016,0.0,4.0
150040,2016,0.0,4.0
150060,2016,20.0,38.0
150070,2016,0.0,1.0
150080,2016,70.0,99.0
150085,2016,0.0,1.0
150110,2016,0.0,1.0
150120,2016,0.0,1.0
150125,2016,0.0,1.0
150140,2016,726.0,919.0
150145,2016,0.0,1.0
150150,2016,0.0,3.0
150170,2016,30.0,53.0
150175,2016,0.0,1.0
150178,2016,0.0,1.0
150180,2016,17.0,20.0
150210,2016,0.0,4.0
150215,2016,0.0,1.0
150220,2016,10.0,11.0
150230,2016,0.0,2.0
150240,2016,10.0,27.0
150270,2016,0.0,15.0
150280,2016,0.0,1.0
150290,2016,0.0,1.0
150293,2016,0.0,2.0
150310,2016,0.0,1.0
150320,2016,0.0,2.0
150330,2016,0.0,2.0
150340,2016,0.0,1.0
150360,2016,0.0,17.0
150380,2016,0.0,2.0
150400,2016,0.0,1.0
150420,2016,38.0,54.0
150430,2016,0.0,3.0
150440,2016,0.0,1.0
150442,2016,7.0,20.0
150450,2016,0.0,1.0
150460,2016,0.0,1.0
150470,2016,0.0,2.0
150480,2016,0.0,1.0
150503,2016,0.0,1.0
150506,2016,0.0,2.0
150510,2016,0.0,1.0
150520,2016,0.0,1.0
150543,2016,0.0,1.0
150548,2016,0.0,4.0
150549,2016,0.0,1.0
150550,2016,20.0,25.0
150553,2016,0.0,22.0
150565,2016,0.0,2.0
150580,2016,0.0,1.0
150590,2016,0.0,1.0
150613,2016,26.0,47.0
150616,2016,0.0,1.0
150618,2016,0.0,2.0
150619,2016,0.0,2.0
150620,2016,0.0,2.0
150630,2016,0.0,1.0
150680,2016,47.0,75.0
150720,2016,0.0,1.0
150730,2016,0.0,2.0
150747,2016,0.0,1.0
150750,2016,0.0,1.0
150760,2016,0.0,2.0
150780,2016,0.0,1.0
150790,2016,0.0,1.0
150795,2016,0.0,13.0
150800,2016,0.0,1.0
150803,2016,0.0,1.0
150810,2016,28.0,48.0
150812,2016,0.0,3.0
150830,2016,0.0,2.0
150835,2016,0.0,1.0
160020,2016,0.0,5.0
160030,2016,48.0,77.0
160060,2016,0.0,2.0
170070,2016,0.0,1.0
170200,2016,0.0,1.0
170210,2016,56.0,101.0
170230,2016,0.0,1.0
170240,2016,0.0,5.0
170255,2016,0.0,22.0
170930,2016,0.0,7.0
170950,2016,24.0,34.0
171050,2016,0.0,1.0
171320,2016,0.0,2.0
171610,2016,0.0,7.0
171620,2016,0.0,1.0
171650,2016,0.0,1.0
172090,2016,0.0,1.0
172100,2016,123.0,153.0
210005,2016,0.0,3.0
210043,2016,0.0,16.0
210047,2016,0.0,3.0
210083,2016,0.0,1.0
210100,2016,0.0,2.0
210120,2016,10.0,22.0
210160,2016,0.0,17.0
210170,2016,0.0,8.0
210177,2016,0.0,1.0
210197,2016,0.0,1.0
210232,2016,0.0,2.0
210280,2016,0.0,1.0
210290,2016,0.0,1.0
210300,2016,37.0,57.0
210320,2016,0.0,4.0
210330,2016,0.0,6.0
210340,2016,0.0,5.0
210350,2016,5.0,5.0
210360,2016,30.0,32.0
210375,2016,0.0,1.0
210405,2016,0.0,3.0
210410,2016,0.0,1.0
210480,2016,0.0,2.0
210530,2016,157.0,194.0
210540,2016,0.0,4.0
210550,2016,0.0,2.0
210565,2016,0.0,1.0
210610,2016,0.0,2.0
210630,2016,0.0,1.0
210663,2016,0.0,6.0
210690,2016,0.0,8.0
210700,2016,0.0,2.0
210710,2016,0.0,1.0
210730,2016,0.0,1.0
210735,2016,0.0,4.0
210760,2016,0.0,1.0
210805,2016,0.0,1.0
210845,2016,0.0,8.0
210850,2016,0.0,1.0
210860,2016,10.0,31.0
210900,2016,0.0,2.0
210910,2016,12.0,13.0
210927,2016,0.0,1.0
210980,2016,0.0,2.0
210990,2016,10.0,44.0
211000,2016,0.0,4.0
211003,2016,0.0,2.0
211023,2016,0.0,1.0
211050,2016,0.0,1.0
211060,2016,0.0,2.0
211105,2016,0.0,1.0
211120,2016,10.0,15.0
211130,2016,427.0,553.0
211190,2016,0.0,1.0
211210,2016,0.0,9.0
211220,2016,0.0,6.0
211230,2016,0.0,1.0
211250,2016,0.0,1.0
220030,2016,0.0,1.0
220040,2016,0.0,1.0
220120,2016,0.0,11.0
220190,2016,0.0,2.0
220390,2016,10.0,10.0
220430,2016,0.0,1.0
220620,2016,0.0,2.0
220700,2016,0.0,2.0
220770,2016,53.0,65.0
220780,2016,0.0,3.0
220790,2016,0.0,1.0
220800,2016,57.0,87.0
220840,2016,10.0,11.0
221000,2016,0.0,1.0
221050,2016,0.0,1.0
221060,2016,0.0,7.0
221100,2016,205.0,300.0
221110,2016,0.0,1.0
230110,2016,0.0,7.0
230130,2016,0.0,2.0
230160,2016,0.0,2.0
230190,2016,43.0,58.0
230210,2016,0.0,3.0
230250,2016,8.0,17.0
230330,2016,0.0,2.0
230370,2016,0.0,7.0
230410,2016,2.0,10.0
230420,2016,15.0,21.0
230440,2016,775.0,1224.0
230500,2016,0.0,2.0
230530,2016,0.0,1.0
230550,2016,0.0,1.0
230580,2016,0.0,1.0
230600,2016,0.0,2.0
230680,2016,0.0,1.0
230730,2016,70.0,100.0
230750,2016,0.0,2.0
230765,2016,10.0,30.0
230780,2016,0.0,1.0
230810,2016,0.0,2.0
230945,2016,0.0,5.0
230960,2016,0.0,13.0
231020,2016,0.0,1.0
231030,2016,0.0,2.0
231060,2016,0.0,1.0
231126,2016,0.0,2.0
231130,2016,10.0,20.0
231135,2016,0.0,1.0
231140,2016,40.0,61.0
231180,2016,0.0,7.0
231190,2016,0.0,1.0
231220,2016,0.0,3.0
231230,2016,0.0,4.0
231290,2016,138.0,190.0
231310,2016,0.0,1.0
231330,2016,0.0,5.0
231340,2016,0.0,19.0
231380,2016,0.0,2.0
240020,2016,0.0,2.0
240030,2016,0.0,1.0
240170,2016,0.0,2.0
240200,2016,5.0,10.0
240260,2016,0.0,2.0
240310,2016,4.0,4.0
240325,2016,20.0,26.0
240520,2016,0.0,1.0
240610,2016,0.0,1.0
240650,2016,0.0,2.0
240800,2016,92.0,123.0
240810,2016,431.0,516.0
240940,2016,6.0,7.0
241120,2016,10.0,10.0
241140,2016,0.0,1.0
241280,2016,0.0,1.0
241335,2016,0.0,1.0
250040,2016,0.0,1.0
250240,2016,0.0,1.0
250370,2016,7.0,14.0
250400,2016,159.0,235.0
250440,2016,0.0,1.0
250480,2016,0.0,1.0
250570,2016,0.0,1.0
250600,2016,0.0,2.0
250630,2016,6.0,9.0
250750,2016,308.0,438.0
250840,2016,0.0,2.0
250890,2016,9.0,10.0
250920,2016,2.0,3.0
250970,2016,0.0,2.0
251080,2016,23.0,36.0
251120,2016,0.0,5.0
251130,2016,10.0,10.0
251210,2016,6.0,6.0
251230,2016,0.0,1.0
251370,2016,10.0,11.0
251392,2016,0.0,2.0
251430,2016,0.0,1.0
251620,2016,16.0,19.0
251650,2016,0.0,2.0
260120,2016,13.0,16.0
260160,2016,0.0,4.0
260190,2016,21.0,21.0
260200,2016,0.0,1.0
260260,2016,0.0,1.0
260290,2016,35.0,39.0
260345,2016,0.0,10.0
260400,2016,0.0,3.0
260410,2016,94.0,140.0
260510,2016,0.0,3.0
260550,2016,0.0,4.0
260570,2016,0.0,4.0
260600,2016,26.0,32.0
260630,2016,0.0,1.0
260790,2016,99.0,99.0
260890,2016,20.0,30.0
260950,2016,0.0,1.0
260960,2016,82.0,232.0
260990,2016,10.0,10.0
261000,2016,50.0,65.0
261060,2016,0.0,2.0
261070,2016,75.0,81.0
261080,2016,0.0,1.0
261100,2016,0.0,2.0
261110,2016,73.0,108.0
261160,2016,1134.0,1457.0
261170,2016,0.0,1.0
261220,2016,11.0,17.0
261245,2016,0.0,1.0
261247,2016,0.0,1.0
261255,2016,0.0,1.0
261370,2016,10.0,21.0
261390,2016,17.0,22.0
261640,2016,10.0,20.0
270030,2016,96.0,118.0
270130,2016,0.0,1.0
270230,2016,65.0,67.0
270240,2016,0.0,2.0
270400,2016,0.0,1.0
270430,2016,308.0,457.0
270440,2016,0.0,2.0
270630,2016,18.0,21.0
270670,2016,0.0,11.0
270770,2016,0.0,8.0
270800,2016,10.0,32.0
270850,2016,0.0,2.0
270860,2016,15.0,28.0
280020,2016,0.0,1.0
280030,2016,350.0,473.0
280130,2016,0.0,2.0
280210,2016,0.0,3.0
280290,2016,0.0,31.0
280340,2016,0.0,1.0
280350,2016,10.0,15.0
280450,2016,0.0,2.0
280540,2016,0.0,1.0
280570,2016,0.0,3.0
280590,2016,0.0,1.0
290070,2016,23.0,47.0
290160,2016,0.0,2.0
290270,2016,0.0,3.0
290290,2016,0.0,1.0
290300,2016,0.0,4.0
290320,2016,25.0,77.0
290327,2016,0.0,1.0
290340,2016,0.0,1.0
290390,2016,0.0,1.0
290420,2016,0.0,1.0
290490,2016,0.0,1.0
290510,2016,0.0,2.0
290520,2016,0.0,1.0
290550,2016,0.0,1.0
290570,2016,8.0,25.0
290590,2016,0.0,1.0
290600,2016,0.0,10.0
290650,2016,20.0,21.0
290690,2016,2.0,2.0
290750,2016,10.0,13.0
290810,2016,0.0,1.0
290840,2016,0.0,2.0
290850,2016,0.0,16.0
290870,2016,0.0,1.0
290910,2016,0.0,1.0
290930,2016,0.0,1.0
290970,2016,0.0,1.0
290980,2016,10.0,11.0
291040,2016,0.0,1.0
291070,2016,0.0,1.0
291072,2016,19.0,30.0
291080,2016,111.0,188.0
291110,2016,0.0,2.0
291170,2016,20.0,24.0
291190,2016,0.0,11.0
291200,2016,0.0,1.0
291210,2016,0.0,3.0
291320,2016,0.0,2.0
291340,2016,0.0,1.0
291360,2016,30.0,36.0
291390,2016,0.0,12.0
291400,2016,0.0,4.0
291440,2016,0.0,2.0
291460,2016,26.0,31.0
291465,2016,0.0,1.0
291470,2016,0.0,3.0
291480,2016,63.0,93.0
291490,2016,0.0,1.0
291530,2016,0.0,1.0
291560,2016,0.0,2.0
291570,2016,0.0,1.0
291600,2016,0.0,2.0
291640,2016,9.0,10.0
291720,2016,0.0,4.0
291735,2016,0.0,1.0
291750,2016,0.0,8.0
291760,2016,0.0,3.0
291800,2016,31.0,41.0
291840,2016,39.0,39.0
291845,2016,0.0,1.0
291880,2016,0.0,1.0
291920,2016,43.0,46.0
291980,2016,0.0,2.0
291992,2016,0.0,2.0
292010,2016,0.0,1.0
292020,2016,0.0,1.0
292100,2016,0.0,2.0
292110,2016,0.0,1.0
292120,2016,0.0,1.0
292130,2016,0.0,2.0
292170,2016,0.0,2.0
292210,2016,0.0,2.0
292300,2016,0.0,3.0
292310,2016,0.0,2.0
292360,2016,0.0,1.0
292370,2016,0.0,1.0
292400,2016,0.0,8.0
292450,2016,0.0,1.0
292520,2016,0.0,2.0
292530,2016,5.0,23.0
292630,2016,0.0,6.0
292640,2016,0.0,1.0
292660,2016,7.0,13.0
292690,2016,0.0,1.0
292740,2016,1119.0,1412.0
292790,2016,0.0,5.0
292800,2016,0.0,1.0
292810,2016,0.0,2.0
292820,2016,0.0,1.0
292870,2016,50.0,63.0
292880,2016,0.0,2.0
292890,2016,0.0,1.0
292900,2016,9.0,10.0
292930,2016,0.0,2.0
292960,2016,0.0,1.0
293010,2016,0.0,3.0
293015,2016,0.0,1.0
293070,2016,0.0,4.0
293075,2016,0.0,1.0
293135,2016,42.0,57.0
293150,2016,0.0,1.0
293230,2016,0.0,2.0
293260,2016,0.0,2.0
293320,2016,0.0,1.0
293325,2016,0.0,1.0
293330,2016,76.0,128.0
293345,2016,0.0,2.0
293360,2016,0.0,2.0
310030,2016,0.0,3.0
310150,2016,5.0,8.0
310160,2016,56.0,79.0
310170,2016,0.0,3.0
310210,2016,0.0,2.0
310280,2016,0.0,2.0
310340,2016,0.0,11.0
310350,2016,31.0,40.0
310400,2016,19.0,19.0
310490,2016,10.0,10.0
310540,2016,0.0,1.0
310560,2016,40.0,47.0
310590,2016,0.0,1.0
310620,2016,1443.0,1689.0
310640,2016,0.0,1.0
310670,2016,76.0,143.0
310750,2016,0.0,1.0
310840,2016,0.0,1.0
310860,2016,10.0,19.0
310900,2016,0.0,5.0
310990,2016,0.0,1.0
311000,2016,0.0,10.0
311070,2016,0.0,2.0
311120,2016,11.0,11.0
311150,2016,0.0,1.0
311270,2016,0.0,1.0
311320,2016,0.0,2.0
311330,2016,27.0,27.0
311340,2016,16.0,27.0
311530,2016,10.0,18.0
311550,2016,0.0,2.0
311630,2016,0.0,2.0
311830,2016,10.0,11.0
311860,2016,61.0,83.0
311940,2016,28.0,31.0
312090,2016,20.0,20.0
312120,2016,0.0,1.0
312160,2016,30.0,35.0
312200,2016,0.0,6.0
312230,2016,60.0,64.0
312320,2016,0.0,2.0
312390,2016,0.0,1.0
312410,2016,0.0,1.0
312510,2016,10.0,12.0
312560,2016,0.0,1.0
312610,2016,36.0,36.0
312770,2016,78.0,112.0
312800,2016,0.0,2.0
312860,2016,0.0,1.0
312870,2016,9.0,9.0
312940,2016,0.0,1.0
312980,2016,10.0,19.0
313130,2016,50.0,73.0
313170,2016,26.0,34.0
313190,2016,0.0,1.0
313210,2016,0.0,1.0
313240,2016,36.0,36.0
313250,2016,0.0,3.0
313270,2016,0.0,2.0
313330,2016,0.0,2.0
313380,2016,10.0,10.0
313420,2016,15.0,16.0
313440,2016,0.0,3.0
313510,2016,20.0,26.0
313540,2016,0.0,1.0
313580,2016,0.0,2.0
313620,2016,10.0,12.0
313630,2016,0.0,2.0
313650,2016,0.0,2.0
313670,2016,254.0,259.0
313710,2016,0.0,1.0
313720,2016,10.0,10.0
313770,2016,0.0,1.0
313790,2016,0.0,1.0
313800,2016,0.0,1.0
313820,2016,40.0,42.0
313840,2016,8.0,10.0
313940,2016,11.0,11.0
313950,2016,10.0,11.0
313960,2016,0.0,1.0
314000,2016,0.0,4.0
314110,2016,0.0,5.0
314180,2016,0.0,1.0
314220,2016,0.0,2.0
314270,2016,0.0,1.0
314310,2016,0.0,4.0
314330,2016,113.0,114.0
314390,2016,68.0,76.0
314400,2016,0.0,1.0
314470,2016,0.0,2.0
314480,2016,124.0,130.0
314500,2016,0.0,1.0
314560,2016,10.0,10.0
314590,2016,4.0,4.0
314610,2016,10.0,14.0
314700,2016,8.0,13.0
314710,2016,6.0,6.0
314790,2016,68.0,68.0
314800,2016,102.0,105.0
314810,2016,35.0,40.0
314870,2016,0.0,1.0
315030,2016,0.0,2.0
315080,2016,0.0,2.0
315110,2016,0.0,2.0
315120,2016,20.0,35.0
315150,2016,10.0,10.0
315180,2016,67.0,77.0
315200,2016,0.0,1.0
315210,2016,36.0,36.0
315250,2016,48.0,49.0
315280,2016,0.0,1.0
315420,2016,0.0,2.0
315520,2016,0.0,2.0
315550,2016,0.0,1.0
315680,2016,0.0,1.0
315780,2016,0.0,7.0
315790,2016,0.0,1.0
315990,2016,9.0,9.0
316070,2016,6.0,6.0
316100,2016,0.0,1.0
316200,2016,0.0,1.0
316220,2016,0.0,4.0
316250,2016,26.0,36.0
316270,2016,0.0,1.0
316370,2016,22.0,22.0
316470,2016,37.0,45.0
316530,2016,0.0,1.0
316720,2016,36.0,38.0
316800,2016,10.0,10.0
316860,2016,36.0,36.0
316870,2016,8.0,8.0
316920,2016,0.0,2.0
316930,2016,18.0,18.0
316935,2016,0.0,1.0
316940,2016,10.0,10.0
316970,2016,0.0,3.0
316990,2016,37.0,43.0
317010,2016,101.0,118.0
317020,2016,230.0,271.0
317040,2016,0.0,4.0
317070,2016,54.0,76.0
317120,2016,0.0,1.0
317130,2016,24.0,26.0
317170,2016,0.0,1.0
317200,2016,11.0,14.0
320020,2016,0.0,1.0
320060,2016,10.0,10.0
320090,2016,10.0,11.0
320120,2016,111.0,114.0
320130,2016,95.0,97.0
320150,2016,88.0,97.0
320170,2016,0.0,1.0
320230,2016,18.0,18.0
320240,2016,10.0,10.0
320245,2016,0.0,3.0
320260,2016,0.0,2.0
320270,2016,0.0,6.0
320290,2016,0.0,1.0
320310,2016,0.0,1.0
320316,2016,0.0,1.0
320320,2016,39.0,62.0
320340,2016,0.0,1.0
320390,2016,0.0,1.0
320435,2016,0.0,2.0
320460,2016,10.0,14.0
320480,2016,7.0,8.0
320490,2016,58.0,62.0
320500,2016,206.0,239.0
320506,2016,0.0,1.0
320520,2016,135.0,159.0
320530,2016,292.0,348.0
330010,2016,32.0,59.0
330020,2016,24.0,37.0
330023,2016,0.0,6.0
330025,2016,0.0,1.0
330030,2016,14.0,16.0
330040,2016,69.0,73.0
330045,2016,1.0,8.0
330050,2016,0.0,2.0
330060,2016,10.0,12.0
330070,2016,82.0,113.0
330080,2016,0.0,6.0
330090,2016,4.0,6.0
330100,2016,279.0,371.0
330120,2016,0.0,4.0
330130,2016,0.0,9.0
330170,2016,329.0,396.0
330190,2016,18.0,22.0
330200,2016,10.0,23.0
330210,2016,4.0,9.0
330220,2016,102.0,107.0
330240,2016,112.0,127.0
330250,2016,0.0,4.0
330270,2016,0.0,5.0
330280,2016,0.0,1.0
330285,2016,0.0,10.0
330290,2016,0.0,3.0
330300,2016,9.0,11.0
330320,2016,73.0,97.0
330330,2016,420.0,507.0
330340,2016,48.0,68.0
330350,2016,256.0,282.0
330370,2016,7.0,11.0
330380,2016,0.0,2.0
330390,2016,120.0,135.0
330395,2016,0.0,1.0
330400,2016,0.0,4.0
330410,2016,0.0,4.0
330411,2016,6.0,7.0
330414,2016,0.0,3.0
330415,2016,6.0,8.0
330420,2016,66.0,94.0
330430,2016,7.0,10.0
330440,2016,0.0,1.0
330452,2016,16.0,16.0
330455,2016,3345.0,4272.0
330460,2016,0.0,3.0
330470,2016,9.0,11.0
330480,2016,7.0,11.0
330490,2016,213.0,245.0
330500,2016,0.0,1.0
330510,2016,52.0,112.0
330515,2016,0.0,1.0
330520,2016,0.0,1.0
330530,2016,0.0,4.0
330550,2016,25.0,31.0
330580,2016,30.0,36.0
330590,2016,0.0,3.0
330600,2016,10.0,10.0
330610,2016,10.0,13.0
330615,2016,0.0,2.0
330620,2016,54.0,73.0
330630,2016,144.0,179.0
350010,2016,5.0,5.0
350160,2016,62.0,62.0
350170,2016,10.0,10.0
350190,2016,8.0,9.0
350210,2016,10.0,10.0
350250,2016,9.0,9.0
350280,2016,51.0,71.0
350320,2016,67.0,79.0
350330,2016,37.0,45.0
350390,2016,18.0,23.0
350400,2016,41.0,51.0
350410,2016,27.0,27.0
350450,2016,10.0,15.0
350520,2016,0.0,9.0
350550,2016,54.0,60.0
350570,2016,59.0,90.0
350590,2016,8.0,8.0
350600,2016,151.0,178.0
350610,2016,6.0,9.0
350650,2016,12.0,13.0
350750,2016,68.0,96.0
350760,2016,55.0,77.0
350790,2016,0.0,1.0
350850,2016,5.0,6.0
350900,2016,26.0,39.0
350920,2016,0.0,1.0
350950,2016,541.0,608.0
350960,2016,0.0,2.0
351020,2016,0.0,4.0
351040,2016,10.0,10.0
351050,2016,16.0,18.0
351060,2016,45.0,65.0
351110,2016,60.0,60.0
351140,2016,0.0,5.0
351150,2016,0.0,7.0
351280,2016,7.0,7.0
351300,2016,35.0,50.0
351340,2016,10.0,10.0
351350,2016,21.0,25.0
351380,2016,75.0,156.0
351440,2016,10.0,10.0
351550,2016,10.0,10.0
351570,2016,37.0,71.0
351620,2016,73.0,96.0
351630,2016,29.0,57.0
351640,2016,21.0,32.0
351670,2016,0.0,1.0
351840,2016,48.0,50.0
351870,2016,60.0,73.0
351880,2016,266.0,321.0
351907,2016,6.0,10.0
351960,2016,8.0,8.0
352040,2016,0.0,4.0
352044,2016,5.0,9.0
352050,2016,58.0,61.0
352180,2016,0.0,1.0
352210,2016,18.0,18.0
352220,2016,36.0,58.0
352230,2016,13.0,18.0
352240,2016,20.0,22.0
352250,2016,37.0,70.0
352260,2016,11.0,16.0
352270,2016,4.0,4.0
352280,2016,0.0,3.0
352310,2016,20.0,20.0
352320,2016,0.0,4.0
352340,2016,20.0,25.0
352360,2016,0.0,1.0
352390,2016,34.0,43.0
352400,2016,0.0,2.0
352410,2016,10.0,12.0
352430,2016,12.0,14.0
352440,2016,99.0,116.0
352480,2016,25.0,27.0
352520,2016,0.0,1.0
352530,2016,64.0,65.0
352550,2016,0.0,3.0
352590,2016,140.0,173.0
352610,2016,0.0,1.0
352640,2016,0.0,2.0
352670,2016,10.0,10.0
352680,2016,5.0,5.0
352690,2016,92.0,109.0
352710,2016,28.0,29.0
352720,2016,20.0,20.0
352730,2016,5.0,5.0
352850,2016,0.0,1.0
352900,2016,98.0,110.0
352930,2016,28.0,36.0
352940,2016,81.0,101.0
353010,2016,0.0,4.0
353030,2016,0.0,2.0
353050,2016,10.0,10.0
353060,2016,96.0,123.0
353070,2016,29.0,39.0
353080,2016,24.0,31.0
353130,2016,13.0,16.0
353350,2016,6.0,6.0
353390,2016,7.0,7.0
353440,2016,144.0,162.0
353460,2016,0.0,1.0
353470,2016,32.0,39.0
353550,2016,10.0,10.0
353620,2016,16.0,27.0
353650,2016,6.0,6.0
353700,2016,0.0,2.0
353730,2016,8.0,11.0
353740,2016,0.0,6.0
353800,2016,30.0,40.0
353870,2016,122.0,144.0
353930,2016,10.0,10.0
354100,2016,40.0,40.0
354140,2016,94.0,119.0
354150,2016,10.0,10.0
354160,2016,8.0,8.0
354220,2016,5.0,9.0
354240,2016,0.0,2.0
354330,2016,11.0,12.0
354340,2016,280.0,343.0
354390,2016,54.0,70.0
354400,2016,0.0,1.0
354425,2016,0.0,2.0
354520,2016,16.0,17.0
354580,2016,9.0,10.0
354640,2016,13.0,20.0
354660,2016,7.0,7.0
354680,2016,7.0,7.0
354730,2016,0.0,1.0
354780,2016,312.0,398.0
354850,2016,281.0,302.0
354870,2016,249.0,330.0
354880,2016,67.0,81.0
354890,2016,60.0,74.0
354910,2016,20.0,20.0
354940,2016,8.0,8.0
354970,2016,7.0,7.0
354980,2016,325.0,405.0
354990,2016,241.0,287.0
355010,2016,0.0,2.0
355030,2016,4813.0,6331.0
355060,2016,11.0,12.0
355070,2016,8.0,8.0
355100,2016,23.0,36.0
355170,2016,29.0,38.0
355210,2016,0.0,3.0
355220,2016,189.0,229.0
355240,2016,36.0,49.0
355250,2016,39.0,51.0
355280,2016,33.0,65.0
355300,2016,0.0,1.0
355370,2016,8.0,12.0
355380,2016,0.0,1.0
355400,2016,14.0,16.0
355410,2016,84.0,84.0
355450,2016,0.0,1.0
355500,2016,18.0,18.0
355540,2016,0.0,7.0
355620,2016,46.0,48.0
355700,2016,12.0,12.0
355710,2016,28.0,28.0
410090,2016,0.0,1.0
410100,2016,0.0,1.0
410120,2016,0.0,1.0
410140,2016,28.0,28.0
410150,2016,79.0,79.0
410160,2016,0.0,1.0
410170,2016,0.0,1.0
410180,2016,18.0,25.0
410240,2016,12.0,23.0
410250,2016,0.0,1.0
410305,2016,0.0,1.0
410330,2016,0.0,1.0
410370,2016,16.0,22.0
410400,2016,87.0,89.0
410420,2016,366.0,366.0
410430,2016,33.0,41.0
410445,2016,0.0,2.0
410450,2016,0.0,1.0
410460,2016,0.0,1.0
410480,2016,154.0,176.0
410490,2016,9.0,9.0
410550,2016,18.0,19.0
410560,2016,0.0,1.0
410630,2016,0.0,1.0
410640,2016,34.0,34.0
410650,2016,0.0,3.0
410680,2016,0.0,2.0
410690,2016,695.0,857.0
410720,2016,0.0,2.0
410725,2016,0.0,1.0
410730,2016,0.0,1.0
410765,2016,0.0,2.0
410790,2016,0.0,1.0
410830,2016,73.0,84.0
410840,2016,58.0,64.0
410850,2016,0.0,1.0
410860,2016,0.0,5.0
410940,2016,40.0,50.0
410975,2016,0.0,1.0
411050,2016,0.0,2.0
411070,2016,22.0,22.0
411110,2016,0.0,4.0
411125,2016,0.0,3.0
411150,2016,42.0,47.0
411160,2016,0.0,1.0
411180,2016,16.0,17.0
411210,2016,0.0,1.0
411240,2016,0.0,1.0
411295,2016,0.0,1.0
411320,2016,0.0,2.0
411330,2016,0.0,6.0
411350,2016,0.0,2.0
411370,2016,236.0,318.0
411420,2016,0.0,3.0
411440,2016,0.0,2.0
411450,2016,0.0,1.0
411460,2016,0.0,5.0
411520,2016,160.0,179.0
411535,2016,0.0,1.0
411540,2016,0.0,1.0
411580,2016,17.0,21.0
411695,2016,0.0,1.0
411710,2016,0.0,1.0
411720,2016,0.0,1.0
411722,2016,0.0,1.0
411725,2016,0.0,1.0
411727,2016,0.0,2.0
411740,2016,0.0,2.0
411750,2016,0.0,4.0
411760,2016,10.0,10.0
411770,2016,0.0,2.0
411790,2016,0.0,1.0
411820,2016,25.0,32.0
411830,2016,0.0,1.0
411840,2016,22.0,27.0
411850,2016,46.0,47.0
411910,2016,0.0,2.0
411915,2016,0.0,1.0
411930,2016,0.0,4.0
411980,2016,0.0,1.0
411990,2016,91.0,121.0
412035,2016,0.0,3.0
412060,2016,0.0,10.0
412090,2016,0.0,1.0
412100,2016,0.0,2.0
412140,2016,0.0,1.0
412200,2016,0.0,1.0
412240,2016,0.0,1.0
412260,2016,0.0,1.0
412265,2016,0.0,1.0
412300,2016,0.0,1.0
412410,2016,20.0,22.0
412440,2016,0.0,1.0
412510,2016,0.0,6.0
412520,2016,0.0,2.0
412530,2016,0.0,1.0
412550,2016,42.0,52.0
412580,2016,0.0,1.0
412625,2016,27.0,27.0
412670,2016,0.0,1.0
412710,2016,12.0,12.0
412720,2016,0.0,1.0
412730,2016,0.0,1.0
412740,2016,0.0,1.0
412770,2016,45.0,46.0
412780,2016,0.0,1.0
412810,2016,81.0,90.0
412820,2016,27.0,27.0
412860,2016,0.0,1.0
420020,2016,0.0,1.0
420040,2016,0.0,1.0
420070,2016,0.0,1.0
420110,2016,0.0,1.0
420127,2016,0.0,1.0
420140,2016,10.0,10.0
420200,2016,47.0,57.0
420230,2016,24.0,24.0
420240,2016,93.0,115.0
420290,2016,10.0,10.0
420300,2016,10.0,10.0
420310,2016,0.0,1.0
420320,2016,0.0,2.0
420350,2016,0.0,2.0
420360,2016,0.0,1.0
420380,2016,10.0,12.0
420410,2016,0.0,2.0
420420,2016,38.0,38.0
420430,2016,22.0,32.0
420460,2016,46.0,46.0
420470,2016,0.0,1.0
420480,2016,18.0,34.0
420490,2016,0.0,1.0
420500,2016,0.0,2.0
420530,2016,0.0,2.0
420540,2016,211.0,277.0
420580,2016,0.0,1.0
420690,2016,0.0,5.0
420730,2016,0.0,1.0
420750,2016,0.0,4.0
420760,2016,0.0,2.0
420765,2016,0.0,1.0
420770,2016,0.0,1.0
420780,2016,0.0,1.0
420790,2016,0.0,1.0
420800,2016,0.0,4.0
420820,2016,49.0,67.0
420840,2016,0.0,2.0
420850,2016,10.0,10.0
420880,2016,0.0,1.0
420890,2016,37.0,55.0
420900,2016,16.0,16.0
420910,2016,121.0,170.0
420930,2016,38.0,47.0
420940,2016,0.0,2.0
420960,2016,0.0,1.0
420985,2016,0.0,1.0
421000,2016,0.0,2.0
421010,2016,20.0,22.0
421030,2016,0.0,1.0
421050,2016,10.0,12.0
421090,2016,0.0,2.0
421100,2016,0.0,1.0
421105,2016,0.0,1.0
421120,2016,0.0,2.0
421140,2016,0.0,1.0
421190,2016,0.0,2.0
421200,2016,0.0,1.0
421210,2016,0.0,1.0
421260,2016,0.0,1.0
421290,2016,0.0,1.0
421340,2016,0.0,1.0
421360,2016,8.0,8.0
421450,2016,0.0,2.0
421480,2016,26.0,40.0
421500,2016,0.0,4.0
421530,2016,0.0,1.0
421550,2016,0.0,2.0
421570,2016,0.0,1.0
421580,2016,10.0,10.0
421600,2016,0.0,1.0
421625,2016,0.0,1.0
421650,2016,0.0,3.0
421660,2016,72.0,88.0
421670,2016,0.0,1.0
421690,2016,0.0,2.0
421720,2016,10.0,12.0
